video,frame_count,width,height,question,answer,qid,type,a0,a1,a2,a3,a4
5134317883,1890,640,360,what does the man in red do after the man in blue finishes cut out a piece on the pumpkin,0,7,TN,take out the piece,stand up,put pieces on board randomly,pick up toy leg,bend over and look
7888256388,658,640,480,what did the girl do when the lady was patting the dog at the start,3,4,TC,swing left arm,bring baby up again,turn towards lady,walk across,caress the dog
4272084125,732,640,480,how did the lady hold the bottle up to the camera,1,10,CH,hold the opener,both hands,points toward it,put on table,with her left hand
5945172741,1593,640,480,how did the man show affection to the girl when he held her,1,7,CH,caress her hairs,kiss her,play with baby,lady point towards it,pat her back
6163877860,2160,640,360,why did the baby remove her socks,2,0,CW,react to him,finished eating,playing with it,wants attention,to see what she took
4146348376,1585,640,480,why is the men wearing shades,0,0,CW,hot sun,fashion,sunny whether,goes well with attire,gesturing to emphasize his point
7330294814,2298,640,360,what does the lady in white do after sitting on the couch at the start,0,7,TN,show baby a soft toy,rolls,play with baby,look down at its body then turn back,cross legs
3402648543,516,320,240,what does the big dog do after the small dogs suck it for a while,4,6,TN,bite the bigger dog,takes the ball,walk to the man,move towards big dog,move away
2679328607,1047,320,240,what does the girl do after every time the boy passes her the toy,4,11,TN,touch her cheek with palm,wipe baby s mouth,turn to her,keep the toy aside,pass back
2871995580,2697,500,375,what did the man do after the boy took a stick toy and the ball from the basket of toys,4,6,TN,adjust toy,put ball into hole again,swing his arm,laughing,watch the boy
2830899473,429,640,480,why are the men wearing hats,0,0,CW,sunny,fashion,costume of play,uniform costume,road repairing
2925298951,398,640,480,what does the lady in red at the end of the video do as the ladies were posing opposite her,4,9,TC,pass girl something,carry baby up,walk off,laugh,bend over camera
5919180502,1379,640,480,why is the lady in blue swimsuit sitting on the ledge of the pool,0,0,CW,soaking her feet,it s sunny,prevent splashing,typing on the laptop,enjoying the scenery
8464056582,1340,640,360,why did the baby try to reach out towards the dog when the dog moved away,2,2,CW,shake hands,play with dog,want to play,follows the cameraman,excited
5427285434,615,640,360,what did the boy do after reaching the kitchen,0,1,TN,dance,turn back to table,look into camera,walk towards the girl,look at him
9088819598,670,640,480,how did the baby react when the lady in black and white dress walk past,3,0,TC,get up,drinks water,watch the man,stare,smile at her
3719793245,342,640,480,why did the lady looked to her back at the beginning of the video,2,3,CW,part of her dance routine,point at something,looking at camera,to look at the dog,she was driving
6896884547,1440,640,360,how does the baby play with the ball in the middle of the video,0,5,CH,beat it,sit on the lady,reach out using hands,use legs to slide forward,on his stomach
3105728894,1512,640,480,what does the man in colorful clothing do after reaching the stage,1,7,TN,sway along with music,throw a piece of paper,playing the guitar,pink,performing a song
8557532213,379,640,360,what did the boy in yellow do before he passed the ball to the boy in blue,4,4,TP,chase up the ball,pick something up from ground,look to the left,look at camera,kick it up
4984417707,441,640,360,why was there a man sitting on top of the elephant at the goal,4,1,CW,cleaning the elephant,posing for the camera,enjoy the view,to get across the river,guide the elephant
6297019062,1746,640,360,why did the baby on pink seat bend down near the end of the video,1,3,CW,support him sit,looking at ground,looking at the doll,blows the candles,sleepy
4798585428,2697,640,480,why did the man in red move the camera towards his mouth before giving it to the other man,0,1,CW,blow dust off lenses,gesture to tune,he picked up something they dropped,dropped item,heavy
8224504302,1290,640,480,how did the men bring their message across on stage,4,4,CH,use visuals to illustrate,pressing buttons,sitting at audience seats,push the man in black,hand gestures
5607805258,718,640,1138,why is the dog having collar around his neck,3,1,CW,looking for food,to keep him close,air from the tube,for identification,owner put it on
2925298951,398,640,480,how do the women pose for the camera with their hands,1,1,CH,to touch the camera,put in front,crawl,hug the man,hand gestures
6592821115,1800,640,424,what did the adult with a ring do when the baby in polkadot it approaching her,0,11,TC,reach hand out,hit baby,pass toy to baby,push baby,cover baby with towel
4774302357,450,640,480,how are the men in the video positioned,4,7,TC,sliding down a slope,sleeping,standing,playing an instrument,sitting
3763643225,1073,640,480,how does the boy try to place the giraffe,0,8,CH,put it on the floor,put it on a chair,run with the rope,ride it,pass to woman
4006608424,2697,640,480,how did the boy react after the man fell off the swing,1,2,TN,raise his hand,lie on man s stomach,smell the toy,man pulls him forward,hold the swing
14012319794,3010,640,360,why did the girl run out of the room in the middle of the video,1,9,CW,run to man,play around,catch up with girl in front,take her doll,tired of bouncing
3107742409,1604,500,280,why does the child hold the man s hands,2,1,CW,help him walking,carrying her,stay standing,play with him,so the man can wipe
7331927796,519,352,288,how does the boy react after the dogs start approaching him,0,8,TN,moves away,continue walking,shake its body,keep peeking at dog,jump onto his leg
5801184682,1683,640,480,what does the human do after carrying up the cat,3,0,TN,turns over,move away,push it,place cat on carpet,caress cst
9217939684,1660,512,288,why is the floor covered with mats,2,3,CW,playing with toy,the toddler was controlling it,protect baby when falling,baby dropped them,performance
5173770364,2388,640,360,what does the baby do after removing her face from the adult s leg the second time,2,1,TN,shake its body,dancing,put both hands on it,jumps,touch the toy
6582763207,696,640,360,where did the lady with microphone put her right hand as she sang,1,7,TC,pocket,hip,point at table,play guitar,back
7331927796,519,352,288,why does the brown dog fall down after the white dog approaches it,1,3,CW,boy push dog,white dog pushes the brown dog,white dog swing his tail,to get the green toy,brown dog ran and tripped
7691172922,1454,640,480,how did the lady reward the dog for coming to her,1,1,TC,touch lady s head,plays with her,hold the dog down,move trolley backwards,try to lick her face
2782658657,787,640,360,why did the girl in pink slow down as she got closer to the stairs,4,6,CW,to hug the cat,afraid dropping,wait for boy,dancing,did not want to climb
2834146886,1881,496,370,why did the black dog walk away from the white dog at the start,0,0,CW,afraid of it,escape from black dog,observe it,leave away from the black dog,excited
5635265624,584,480,640,what did the baby do as soon as he got the white puzzle from the woman,2,9,TC,turn back to window,place it on the top,return it back,tap the toy a few times,put into box
8177965766,705,640,360,what does the man on stage do while the lady sings,1,3,TC,confident,sit on sofa and listen,happy,they are happy,observe
7571121368,1690,640,360,what did the lady in pink do after the child walked to the middle of the bridge,2,8,TN,for children to play,pass girl something,waited for child,nervous,stop rowing
7059877301,918,640,480,what did the brown dog do after it came near the light brown dog,0,2,TN,smell its head,chasing the brown dog,chase,look at that direction,lick brown dog s ear
5902452647,812,640,480,why did the woman kneel on the grass patch at the end of the video,1,2,CW,to read the cards,take picture,adjuct the baby s position,kiss the baby girl,indicating to the camera man
3402648543,516,320,240,what are the small dogs doing when the big dog is standing still,1,1,TC,look up,suck,running around box,bite toy bone,move head closer
11681746823,608,640,360,how does the lady entertain the baby,4,6,CH,hug the baby,gently,shake baby with leg,hold the attached string,shakes her head
4164771889,503,640,480,how does the boy being buried react to the boy in red scooping sand on his leg,1,7,TC,drops the sand,raised his head to look,grab some sand,try cracking other parts of crab,building a sandcastle
8627074061,2697,640,360,why did the girl raise the kite art piece up at the end of the video,0,8,CW,touch the shapes,show it to camera,compare different kites,throw wrapping,fly the kite
2971556305,1459,640,480,why did the lady in blue point near the beginning,1,5,CW,wanted to get water,point to fridge,signal boy to play,the fridge is unclosed,get the container
